id,email,full_name,avatar_url,role,festival_id,created_at,updated_at,preferred_tags,availabilities,short_id,bio,bio_updated_at,strike_count,is_blocked
0ebc598a-283e-4e85-87ef-c8c59f4dae96,user_2596@mockexample.com,Mock User 0,,GRAND_PUBLIC,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-03-08 00:00:00+00,2026-03-08 00:00:00+00,"[""VR_EXPERIENCE"", ""AR_STAND""]",[],0ebc598a,Tech Enthusiast,,0,false
df65a139-6c6a-4481-bc8a-2f8dd57b334a,user_8416@mockexample.com,Mock User 1,,GRAND_PUBLIC,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-02-13 00:00:00+00,2026-02-13 00:00:00+00,"[""VR_EXPERIENCE"", ""AR_STAND""]",[],df65a139,Tech Enthusiast,,0,false
ae2ef6ac-a1ab-4965-8060-c5e1532d364c,user_6263@mockexample.com,Mock User 2,,GRAND_PUBLIC,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-02-12 00:00:00+00,2026-02-12 00:00:00+00,"[""VR_EXPERIENCE"", ""AR_STAND""]",[],ae2ef6ac,Tech Enthusiast,,0,false
0e10f179-afcc-430c-af8e-7c87e3604f83,user_8416@mockexample.com,Mock User 3,,GRAND_PUBLIC,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-03-09 00:00:00+00,2026-03-09 00:00:00+00,"[""VR_EXPERIENCE"", ""AR_STAND""]",[],0e10f179,Tech Enthusiast,,0,false
fe409ded-b88a-4cf0-91c7-55e2abaf0d7a,user_3984@mockexample.com,Mock User 4,,ATTENDEE_DISCOVERY,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-02-20 00:00:00+00,2026-02-20 00:00:00+00,"[""TECH_DISCOVERY"", ""AR_STAND""]",[],fe409ded,Tech Enthusiast,,1,false
7637f86e-0822-4e8d-be2f-6b3e00ec9fbb,user_4172@mockexample.com,Mock User 5,,GRAND_PUBLIC,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-03-07 00:00:00+00,2026-03-07 00:00:00+00,"[""VR_EXPERIENCE"", ""AR_STAND""]",[],7637f86e,Tech Enthusiast,,2,false
457f23f0-6e16-43d9-b0e0-8a3faf33cfd0,user_8152@mockexample.com,Mock User 6,,PRO,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-02-12 00:00:00+00,2026-02-12 00:00:00+00,"[""B2B_NETWORKING"", ""TECH_DISCOVERY""]",[],457f23f0,B2B Professional Mock Bio,,0,false
3cd48b44-61a8-438c-8dad-fd7118c118ba,user_4048@mockexample.com,Mock User 7,,ATTENDEE_CREATOR,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-03-06 00:00:00+00,2026-03-06 00:00:00+00,"[""CREATOR_TALK"", ""VR_EXPERIENCE""]",[],3cd48b44,Tech Enthusiast,,0,false
cf3a66c1-5d0a-44a3-8594-be2d8c2a1f96,user_5379@mockexample.com,Mock User 8,,ATTENDEE_DISCOVERY,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-02-19 00:00:00+00,2026-02-19 00:00:00+00,"[""TECH_DISCOVERY"", ""AR_STAND""]",[],cf3a66c1,Tech Enthusiast,,0,false
f5612848-1f2a-4cf6-bf02-84e9dee0f36e,user_2197@mockexample.com,Mock User 9,,GRAND_PUBLIC,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-02-25 00:00:00+00,2026-02-25 00:00:00+00,"[""VR_EXPERIENCE"", ""AR_STAND""]",[],f5612848,Tech Enthusiast,,0,false
22de5625-a044-4491-9e56-da8cafa79ec0,user_9857@mockexample.com,Mock User 10,,GRAND_PUBLIC,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-02-23 00:00:00+00,2026-02-23 00:00:00+00,"[""VR_EXPERIENCE"", ""AR_STAND""]",[],22de5625,Tech Enthusiast,,0,false
6e8b0bc3-fd27-4d01-a13c-14a9a6aa03bb,user_4941@mockexample.com,Mock User 11,,GRAND_PUBLIC,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-03-10 00:00:00+00,2026-03-10 00:00:00+00,"[""VR_EXPERIENCE"", ""AR_STAND""]",[],6e8b0bc3,Tech Enthusiast,,1,false
ea3b32a3-eec0-47ff-9f69-f1d00a9cfa8c,user_6406@mockexample.com,Mock User 12,,ATTENDEE_INSIDER,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-02-25 00:00:00+00,2026-02-25 00:00:00+00,"[""VR_EXPERIENCE"", ""CREATOR_TALK""]",[],ea3b32a3,Tech Enthusiast,,1,false
7f2c142b-a151-47da-b4b8-b6015b0d589d,user_8965@mockexample.com,Mock User 13,,GRAND_PUBLIC,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-02-27 00:00:00+00,2026-02-27 00:00:00+00,"[""VR_EXPERIENCE"", ""AR_STAND""]",[],7f2c142b,Tech Enthusiast,,0,false
9e2697c6-1e4b-4d6a-89ef-af96f7ba23ca,user_3032@mockexample.com,Mock User 14,,GRAND_PUBLIC,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-02-22 00:00:00+00,2026-02-22 00:00:00+00,"[""VR_EXPERIENCE"", ""AR_STAND""]",[],9e2697c6,Tech Enthusiast,,0,false
fbecec50-8b05-4caa-8a18-29a40db6cf17,user_6724@mockexample.com,Mock User 15,,PRO,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-02-23 00:00:00+00,2026-02-23 00:00:00+00,"[""B2B_NETWORKING"", ""TECH_DISCOVERY""]",[],fbecec50,B2B Professional Mock Bio,,0,false
7b9ec929-9116-49e5-8ba5-aa96481418c2,user_3459@mockexample.com,Mock User 16,,GRAND_PUBLIC,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-02-22 00:00:00+00,2026-02-22 00:00:00+00,"[""VR_EXPERIENCE"", ""AR_STAND""]",[],7b9ec929,Tech Enthusiast,,1,false
75af8df0-9c55-4642-96d3-c6534caea481,user_3514@mockexample.com,Mock User 17,,GRAND_PUBLIC,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-03-01 00:00:00+00,2026-03-01 00:00:00+00,"[""VR_EXPERIENCE"", ""AR_STAND""]",[],75af8df0,Tech Enthusiast,,2,false
352198ee-66dd-4318-967f-f8dc532262d9,user_5287@mockexample.com,Mock User 18,,ATTENDEE_CREATOR,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-03-01 00:00:00+00,2026-03-01 00:00:00+00,"[""CREATOR_TALK"", ""VR_EXPERIENCE""]",[],352198ee,Tech Enthusiast,,0,false
89963218-7750-4ee8-acf5-18336e8104c7,user_1843@mockexample.com,Mock User 19,,GRAND_PUBLIC,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-03-07 00:00:00+00,2026-03-07 00:00:00+00,"[""VR_EXPERIENCE"", ""AR_STAND""]",[],89963218,Tech Enthusiast,,0,false
fa02f983-ed58-4d26-8bcc-9da296bec588,user_4424@mockexample.com,Mock User 20,,PRO,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-03-06 00:00:00+00,2026-03-06 00:00:00+00,"[""B2B_NETWORKING"", ""TECH_DISCOVERY""]",[],fa02f983,B2B Professional Mock Bio,,0,false
baf1bf94-1900-4af0-b43e-d0cbc2db3fc8,user_8457@mockexample.com,Mock User 21,,GRAND_PUBLIC,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-02-11 00:00:00+00,2026-02-11 00:00:00+00,"[""VR_EXPERIENCE"", ""AR_STAND""]",[],baf1bf94,Tech Enthusiast,,0,false
df859b90-eecf-43eb-a8ac-574fbb51f4eb,user_1736@mockexample.com,Mock User 22,,GRAND_PUBLIC,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-02-27 00:00:00+00,2026-02-27 00:00:00+00,"[""VR_EXPERIENCE"", ""AR_STAND""]",[],df859b90,Tech Enthusiast,,0,false
0bdb6e3e-4bf0-4595-b9bb-f769266a06ab,user_2125@mockexample.com,Mock User 23,,ATTENDEE_STUDENT,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-03-07 00:00:00+00,2026-03-07 00:00:00+00,"[""STUDENT_WORKSHOP"", ""TECH_DISCOVERY""]",[],0bdb6e3e,Tech Enthusiast,,0,false
6ba4acc2-a4ea-4d36-a675-3943e533e869,user_5298@mockexample.com,Mock User 24,,ATTENDEE_CREATOR,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-03-03 00:00:00+00,2026-03-03 00:00:00+00,"[""CREATOR_TALK"", ""VR_EXPERIENCE""]",[],6ba4acc2,Tech Enthusiast,,0,false
f8220a8d-5ee3-4657-bf5e-07c2cdd91742,user_4498@mockexample.com,Mock User 25,,ATTENDEE_CREATOR,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-03-04 00:00:00+00,2026-03-04 00:00:00+00,"[""CREATOR_TALK"", ""VR_EXPERIENCE""]",[],f8220a8d,Tech Enthusiast,,0,false
a02575e9-2d4e-46c4-9379-2f9af36b3bd5,user_2080@mockexample.com,Mock User 26,,GRAND_PUBLIC,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-02-16 00:00:00+00,2026-02-16 00:00:00+00,"[""VR_EXPERIENCE"", ""AR_STAND""]",[],a02575e9,Tech Enthusiast,,0,false
af926477-88bc-46b9-8901-673bc4e0c6c8,user_4672@mockexample.com,Mock User 27,,GRAND_PUBLIC,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-03-08 00:00:00+00,2026-03-08 00:00:00+00,"[""VR_EXPERIENCE"", ""AR_STAND""]",[],af926477,Tech Enthusiast,,0,false
11d18861-c594-489b-aabc-122c463ab1f5,user_9462@mockexample.com,Mock User 28,,GRAND_PUBLIC,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-03-10 00:00:00+00,2026-03-10 00:00:00+00,"[""VR_EXPERIENCE"", ""AR_STAND""]",[],11d18861,Tech Enthusiast,,0,false
946a7719-bc03-46da-a9f6-03568d283605,user_9209@mockexample.com,Mock User 29,,GRAND_PUBLIC,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-03-08 00:00:00+00,2026-03-08 00:00:00+00,"[""VR_EXPERIENCE"", ""AR_STAND""]",[],946a7719,Tech Enthusiast,,1,false
76173376-35ea-4844-a3c0-899f65c32fef,user_5245@mockexample.com,Mock User 30,,ATTENDEE_INSIDER,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-02-14 00:00:00+00,2026-02-14 00:00:00+00,"[""VR_EXPERIENCE"", ""CREATOR_TALK""]",[],76173376,Tech Enthusiast,,3,false
914ac985-071c-41a1-8b5d-17d3acfcafc7,user_3510@mockexample.com,Mock User 31,,GRAND_PUBLIC,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-02-17 00:00:00+00,2026-02-17 00:00:00+00,"[""VR_EXPERIENCE"", ""AR_STAND""]",[],914ac985,Tech Enthusiast,,0,false
b5fca8c0-8ef5-4d33-a281-6a1b7fc977e9,user_5968@mockexample.com,Mock User 32,,PRO,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-03-09 00:00:00+00,2026-03-09 00:00:00+00,"[""B2B_NETWORKING"", ""TECH_DISCOVERY""]",[],b5fca8c0,B2B Professional Mock Bio,,0,false
351336a8-c1fc-460f-a9ab-06eb05c88037,user_9059@mockexample.com,Mock User 33,,ATTENDEE_DISCOVERY,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-02-13 00:00:00+00,2026-02-13 00:00:00+00,"[""TECH_DISCOVERY"", ""AR_STAND""]",[],351336a8,Tech Enthusiast,,1,false
0674ef1b-dba5-4d38-82a8-f24747c3548e,user_5863@mockexample.com,Mock User 34,,ATTENDEE_DISCOVERY,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-02-15 00:00:00+00,2026-02-15 00:00:00+00,"[""TECH_DISCOVERY"", ""AR_STAND""]",[],0674ef1b,Tech Enthusiast,,0,false
2245e4ce-4868-4493-a9c4-6451303b566d,user_8316@mockexample.com,Mock User 35,,ATTENDEE_CREATOR,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-02-28 00:00:00+00,2026-02-28 00:00:00+00,"[""CREATOR_TALK"", ""VR_EXPERIENCE""]",[],2245e4ce,Tech Enthusiast,,3,false
4e490d35-0731-44ae-9084-cddac927c22d,user_9299@mockexample.com,Mock User 36,,ATTENDEE_CREATOR,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-02-24 00:00:00+00,2026-02-24 00:00:00+00,"[""CREATOR_TALK"", ""VR_EXPERIENCE""]",[],4e490d35,Tech Enthusiast,,0,false
b62f611c-6788-4d56-94ab-1f337e8bbf60,user_9492@mockexample.com,Mock User 37,,ATTENDEE_DISCOVERY,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-02-17 00:00:00+00,2026-02-17 00:00:00+00,"[""TECH_DISCOVERY"", ""AR_STAND""]",[],b62f611c,Tech Enthusiast,,0,false
012d71da-7843-4252-b3d6-5ce91009b92d,user_9238@mockexample.com,Mock User 38,,ATTENDEE_DISCOVERY,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-03-02 00:00:00+00,2026-03-02 00:00:00+00,"[""TECH_DISCOVERY"", ""AR_STAND""]",[],012d71da,Tech Enthusiast,,0,false
161620e5-266a-4216-8307-70a9b36a4020,user_3897@mockexample.com,Mock User 39,,ATTENDEE_CREATOR,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-03-06 00:00:00+00,2026-03-06 00:00:00+00,"[""CREATOR_TALK"", ""VR_EXPERIENCE""]",[],161620e5,Tech Enthusiast,,0,false
0dcfc06a-9ce3-436f-86a2-4be92bceff85,user_8740@mockexample.com,Mock User 40,,GRAND_PUBLIC,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-03-09 00:00:00+00,2026-03-09 00:00:00+00,"[""VR_EXPERIENCE"", ""AR_STAND""]",[],0dcfc06a,Tech Enthusiast,,0,false
4b468df7-4954-4ea3-bf78-51fb3494e5dc,user_3560@mockexample.com,Mock User 41,,ATTENDEE_STUDENT,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-02-11 00:00:00+00,2026-02-11 00:00:00+00,"[""STUDENT_WORKSHOP"", ""TECH_DISCOVERY""]",[],4b468df7,Tech Enthusiast,,1,false
7ed4196c-c558-4ece-b593-1b1b8eabd43b,user_4304@mockexample.com,Mock User 42,,ATTENDEE_STUDENT,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-03-05 00:00:00+00,2026-03-05 00:00:00+00,"[""STUDENT_WORKSHOP"", ""TECH_DISCOVERY""]",[],7ed4196c,Tech Enthusiast,,0,false
a75ec81d-b74a-4c20-8696-6354ff23b945,user_7921@mockexample.com,Mock User 43,,GRAND_PUBLIC,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-03-10 00:00:00+00,2026-03-10 00:00:00+00,"[""VR_EXPERIENCE"", ""AR_STAND""]",[],a75ec81d,Tech Enthusiast,,0,false
78e74865-f928-4ebb-b3f2-066820a7855a,user_5072@mockexample.com,Mock User 44,,GRAND_PUBLIC,9d27df3c-60b3-4efe-98ef-c035a3d63c9b,2026-03-05 00:00:00+00,2026-03-05 00:00:00+00,"[""VR_EXPERIENCE"", ""AR_STAND""]",[],78e74865,Tech Enthusiast,,0,false
